ID,FIRST_NAME,LAST_NAME,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB
76419,Jimmy,Collins,1946-11-24T00:00:00,New Mexico State,USA,74.0,175.0,1,22,Guard,1,11,3.8,0.9,0.9
1628381,John,Collins,1997-09-23T00:00:00,Wake Forest,USA,81.0,235.0,3,20,Forward-Center,1,19,18.3,1.3,7.8
200776,Mardy,Collins,1984-08-04T00:00:00,Temple,USA,78.0,220.0,4,25,Guard,1,29,3.9,1.7,1.8
202395,Sherron,Collins,1987-03-18T00:00:00,Kansas,USA,71.0,205.0,0,,Guard,Undrafted,Undrafted,0.9,0.4,0.3
1628380,Zach,Collins,1997-11-19T00:00:00,Gonzaga,USA,83.0,250.0,3,33,Forward-Center,1,10,7.0,1.5,6.3
1627858,Kyle,Collinsworth,1991-10-03T00:00:00,Brigham Young,USA,78.0,210.0,1,8,Guard,Undrafted,Undrafted,3.2,1.8,3.3
201954,Darren,Collison,1987-08-23T00:00:00,UCLA,USA,72.0,175.0,10,2,Guard,1,21,12.5,5.0,2.7
2555,Nick,Collison,1980-10-26T00:00:00,Kansas,USA,82.0,255.0,14,4,Forward-Center,1,12,5.9,1.0,5.2
76422,Joe,Colone,1926-01-23T00:00:00,Bloomsburg,USA,77.0,210.0,0,18,Forward,Undrafted,Undrafted,5.5,0.6,
1629045,Bonzie,Colson,1996-01-12T00:00:00,Notre Dame,USA,78.0,225.0,1,50,Forward,Undrafted,Undrafted,4.9,0.4,3.8
2173,Sean,Colson,1975-07-01T00:00:00,North Carolina-Charlotte,USA,72.0,175.0,1,3,Guard,Undrafted,Undrafted,1.2,0.8,0.5
306,Steve,Colter,1962-07-24T00:00:00,New Mexico State,USA,75.0,165.0,7,5,Guard,2,33,6.3,2.8,2.0
76425,Leroy,Combs,1961-01-01T00:00:00,Oklahoma State,USA,80.0,210.0,0,34,Forward,2,26,4.5,0.8,1.2
76426,Dallas,Comegys,1964-08-17T00:00:00,DePaul,USA,81.0,205.0,1,22,Center,1,21,6.0,0.7,3.2
76427,Larry,Comley,1939-08-17T00:00:00,Kansas State,USA,77.0,210.0,0,52,Guard,10,91,2.1,1.0,1.6
76428,Gene,Conley,1930-11-10T00:00:00,Washington State,USA,80.0,225.0,5,5,Center,10,None,5.9,0.6,6.3
201144,Mike,Conley,1987-10-11T00:00:00,Ohio State,USA,73.0,175.0,13,10,Guard,1,4,16.4,5.5,3.4
76429,Ed,Conlin,1933-09-02T00:00:00,Fordham,USA,78.0,200.0,6,7,Forward,1,5,10.1,2.0,4.8
55,Marty,Conlon,1968-01-19T00:00:00,Providence,USA,82.0,224.0,8,,Center,Undrafted,Undrafted,6.5,1.0,3.5
1626192,Pat,Connaughton,1993-01-06T00:00:00,Notre Dame,USA,77.0,209.0,5,24,Guard,2,41,6.9,1.3,4.5
76431,Lester,Conner,1959-09-17T00:00:00,Oregon State,USA,76.0,180.0,11,7,Guard,1,14,6.3,3.9,2.7
76432,Chuck,Connors,1921-04-10T00:00:00,Seton Hall,USA,77.0,190.0,1,11,Forward,Undrafted,Undrafted,4.5,0.8,
101215,Will,Conroy,1982-12-08T00:00:00,Washington,USA,74.0,195.0,2,,Guard,Undrafted,Undrafted,0.4,1.0,0.7
76433,Anthony,Cook,1967-03-19T00:00:00,Arizona,USA,81.0,205.0,3,38,Forward,1,24,3.6,0.3,3.7
76434,Bert,Cook,1929-04-26T00:00:00,Utah State,USA,75.0,185.0,0,5,Guard,None,None,3.2,0.9,1.9
76438,Bobby,Cook,1923-04-01T00:00:00,Wisconsin,USA,70.0,155.0,0,,Guard,None,None,11.5,3.1,
2567,Brian,Cook,1980-12-04T00:00:00,Illinois,USA,81.0,250.0,9,43,Center-Forward,1,24,5.5,0.6,2.6
201161,Daequan,Cook,1987-04-28T00:00:00,Ohio State,USA,77.0,210.0,6,14,Guard,1,21,6.4,0.7,2.1
76435,Darwin,Cook,1958-08-06T00:00:00,Portland,USA,75.0,184.0,7,1,Guard,4,70,9.5,3.7,2.1
76436,Jeff,Cook,1956-10-21T00:00:00,Idaho State,USA,82.0,215.0,7,45,Forward,3,49,5.3,1.4,4.5
76437,Norm,Cook,1955-03-21T00:00:00,Kansas,USA,80.0,210.0,1,30-52,Forward,1,16,2.4,0.2,1.1
2241,Omar,Cook,1982-01-28T00:00:00,St. John's,USA,73.0,190.0,2,1,Guard,2,31,1.7,2.1,0.6
1626188,Quinn,Cook,1993-03-23T00:00:00,Duke,USA,73.0,180.0,4,2,Guard,Undrafted,Undrafted,2.9,0.7,0.7
1629076,Tyler,Cook,1997-09-23T00:00:00,Iowa,USA,80.0,255.0,1,25,Forward,Undrafted,Undrafted,0.7,0.3,1.5
1628429,Charles,Cooke,1994-07-01T00:00:00,University of Dayton,USA,77.0,196.0,1,4,Guard,Undrafted,Undrafted,0.5,0.1,0.2
76439,David,Cooke,1963-09-27T00:00:00,St. Mary's (CA),USA,80.0,230.0,0,14,Forward,Undrafted,Undrafted,1.5,0.2,1.7
76440,Joe,Cooke,1948-08-14T00:00:00,Indiana,USA,75.0,175.0,0,10,Guard,6,94,4.3,1.3,1.6
204022,Jack,Cooley,1991-04-12T00:00:00,Notre Dame,USA,82.0,274.0,1,45,Center-Forward,Undrafted,Undrafted,2.9,0.3,2.4
76442,Chuck,Cooper,1926-09-29T00:00:00,Duquesne,USA,77.0,210.0,5,6,Forward,2,None,6.7,1.8,5.9
1030,Duane,Cooper,1969-06-25T00:00:00,Southern California,USA,73.0,185.0,1,10,Guard,2,36,2.3,2.0,0.7
76443,Joe,Cooper,1957-09-01T00:00:00,Colorado,USA,82.0,230.0,2,53,Center,5,95,4.5,0.8,4.0
76444,Michael,Cooper,1956-04-15T00:00:00,New Mexico,USA,79.0,170.0,11,21,Guard,3,60,8.9,4.2,3.2
76441,Wayne,Cooper,1956-11-16T00:00:00,New Orleans,USA,82.0,220.0,13,42,Center,2,40,7.9,0.9,6.2
76446,Tom,Copa,1964-10-30T00:00:00,Marquette,USA,82.0,275.0,0,30,Forward,Undrafted,Undrafted,1.5,0.1,1.1
203142,Chris,Copeland,1984-03-17T00:00:00,Colorado,USA,81.0,239.0,4,,Forward,Undrafted,Undrafted,5.8,0.6,1.6
76447,Hollis,Copeland,1955-12-20T00:00:00,Rutgers,USA,78.0,180.0,1,45,Forward,3,46,5.0,1.0,1.7
76448,Lanard,Copeland,1965-07-16T00:00:00,Georgia State,USA,78.0,190.0,1,21,Forward,Undrafted,Undrafted,2.7,0.4,0.5
895,Tyrone,Corbin,1962-12-31T00:00:00,DePaul,USA,,,15,,Forward,2,35,9.2,1.8,4.7
76450,Chris,Corchiani,1968-03-28T00:00:00,North Carolina State,USA,72.0,185.0,2,12,Guard,2,36,3.7,2.2,1.2
76451,Ken,Corley,1905-04-04T00:00:00,Central Oklahoma,USA,,,0,,,Undrafted,Undrafted,0.0,0.0,
76452,Ray,Corley,1928-01-01T00:00:00,Georgetown,USA,72.0,180.0,2,4,Guard,5,None,4.6,1.8,1.8
76453,Dave,Corzine,1956-04-25T00:00:00,DePaul,USA,83.0,250.0,12,42,Center,1,18,8.5,1.7,5.9
76454,Larry,Costello,1931-07-02T00:00:00,Niagara,USA,73.0,186.0,11,21,Guard,2,12,12.2,4.6,3.8
1627856,Matt,Costello,1993-08-05T00:00:00,Michigan State,USA,82.0,240.0,1,10,Forward-Center,Undrafted,Undrafted,1.0,0.5,2.3
203955,Bryce,Cotton,1992-08-11T00:00:00,Providence,USA,73.0,165.0,2,8,Guard,Undrafted,Undrafted,3.8,0.8,0.8
76456,Jack,Cotton,1924-10-15T00:00:00,Wyoming,USA,79.0,200.0,0,,Forward,Undrafted,Undrafted,5.1,1.2,
1526,James,Cotton,1975-12-14T00:00:00,Long Beach State,USA,77.0,220.0,1,,Guard,2,32,2.6,0.0,0.8
76457,John,Coughran,1951-09-12T00:00:00,California,USA,79.0,225.0,0,41,Forward,5,74,2.8,0.5,0.8
76458,Mel,Counts,1941-10-16T00:00:00,Oregon State,USA,84.0,230.0,11,31,Center,1,7,8.3,1.4,6.0
76459,Steve,Courtin,1942-09-21T00:00:00,St. Joseph's (PA),USA,73.0,188.0,0,5,Guard,3,24,4.2,0.9,0.9
1432,Joe,Courtney,1969-10-17T00:00:00,Southern Mississippi,USA,80.0,235.0,3,,Forward,Undrafted,Undrafted,2.8,0.3,1.5
202408,Marcus,Cousin,1986-12-18T00:00:00,Houston,USA,83.0,255.0,1,50,Forward,Undrafted,Undrafted,1.0,0.0,0.8
202326,DeMarcus,Cousins,1990-08-13T00:00:00,Kentucky,USA,82.0,270.0,9,,Center,1,5,9.6,2.4,7.6
600003,Bob,Cousy,1928-08-09T00:00:00,Holy Cross,USA,73.0,175.0,13,14,Guard,1,3,18.4,7.5,5.2
203496,Robert,Covington,1990-12-14T00:00:00,Tennessee State,USA,79.0,209.0,7,23,Forward,Undrafted,Undrafted,8.6,1.7,6.7
76462,Dave,Cowens,1948-10-25T00:00:00,Florida State,USA,81.0,230.0,10,18,Center,1,4,17.6,3.8,13.6
76463,John,Cox,1955-12-29T00:00:00,San Francisco,USA,74.0,180.0,0,32,Guard,8,159,4.1,0.9,1.4
76464,Johnny,Cox,1936-11-01T00:00:00,Kentucky,USA,76.0,180.0,0,25,Guard,4,28,7.8,1.9,3.8
76465,Wesley,Cox,1955-01-27T00:00:00,Louisville,USA,78.0,215.0,1,41,Forward,1,18,4.6,0.3,2.8
203459,Allen,Crabbe,1992-04-09T00:00:00,California,USA,77.0,212.0,6,,Guard-Forward,2,31,9.1,1.1,2.8
1628470,Torrey,Craig,1990-12-19T00:00:00,South Carolina Upstate,USA,79.0,221.0,3,12,Forward,Undrafted,Undrafted,2.9,0.9,2.4
1544,Chris,Crawford,1975-05-13T00:00:00,Marquette,USA,81.0,235.0,7,4,Forward,2,50,6.6,0.6,2.2
76466,Freddie,Crawford,1940-12-23T00:00:00,St. Bonaventure,USA,76.0,189.0,4,15,Guard,4,26,6.8,2.1,2.5
2037,Jamal,Crawford,1980-03-20T00:00:00,Michigan,USA,77.0,200.0,20,1,Guard,1,8,14.6,3.4,2.2
201621,Joe,Crawford,1986-06-17T00:00:00,Kentucky,USA,77.0,210.0,1,5,Guard,2,58,4.5,0.5,2.0
202348,Jordan,Crawford,1988-10-23T00:00:00,Xavier,USA,77.0,195.0,5,27,Guard,1,27,12.2,3.1,2.5
1628249,Mitchell,Creek,1992-04-27T00:00:00,Gottingen,Australia,78.0,225.0,1,55,Forward-Guard,Undrafted,Undrafted,4.2,1.2,2.4
76468,Jim,Creighton,1950-04-18T00:00:00,Colorado,USA,80.0,200.0,0,24,Forward,3,40,1.0,0.1,1.4
76469,Ron,Crevier,1958-08-14T00:00:00,Boston College,USA,84.0,235.0,0,42,Center,4,75,0.0,0.0,0.3
76470,Hal,Crisler,1923-12-31T00:00:00,Iowa State,USA,75.0,215.0,0,15,Forward,Undrafted,Undrafted,1.5,0.0,
2343,Joe,Crispin,1979-07-18T00:00:00,Penn State,USA,72.0,185.0,1,11,Guard,Undrafted,Undrafted,3.8,1.2,0.5
76471,Charlie,Criss,1948-11-06T00:00:00,New Mexico State,USA,68.0,165.0,7,14,Guard,Undrafted,Undrafted,8.5,3.2,1.4
76472,Winston,Crite,1965-06-20T00:00:00,Texas A&M,USA,79.0,233.0,1,12,Forward,3,53,2.8,0.5,2.1
201159,Javaris,Crittenton,1987-12-31T00:00:00,Georgia Tech,USA,77.0,200.0,2,8,Guard,1,19,5.3,1.8,2.4
76473,Dillard,Crocker,1925-01-19T00:00:00,Western Michigan,USA,76.0,205.0,3,7,Forward,Undrafted,Undrafted,8.8,1.3,2.2
76474,Jeffrey,Crompton,1955-07-04T00:00:00,North Carolina,USA,83.0,280.0,4,41,Center,4,70,1.2,0.3,1.7
76475,Terry,Crosby,1957-01-04T00:00:00,Tennessee,USA,76.0,195.0,0,12,Guard,3,62,1.5,1.8,0.3
1506,Austin,Croshere,1975-05-01T00:00:00,Providence,USA,82.0,240.0,11,,Forward,1,12,6.8,1.0,4.0
76476,Jeff,Cross,1961-09-01T00:00:00,Maine,USA,82.0,240.0,0,38,Forward,3,61,1.2,0.0,1.4
76477,Pete,Cross,1948-03-28T00:00:00,San Francisco,USA,81.0,230.0,2,41,Center,2,23,5.8,1.0,8.3
76478,Russell,Cross,1961-09-05T00:00:00,Purdue,USA,82.0,215.0,0,40,Center,1,6,3.7,0.5,1.8
76479,Francis,Crossin,1924-07-04T00:00:00,Pennsylvania,USA,73.0,165.0,2,4,Guard,1,6,4.7,1.5,
180,John,Crotty,1969-07-15T00:00:00,Virginia,USA,,,10,,Guard,Undrafted,Undrafted,4.0,2.1,1.1
76481,Mark,Crow,1954-10-22T00:00:00,Duke,USA,79.0,210.0,0,31,Forward,6,111,5.6,0.5,1.8
76482,Corey,Crowder,1969-04-13T00:00:00,Kentucky Wesleyan,USA,77.0,214.0,1,23,Forward,Undrafted,Undrafted,2.1,0.3,0.8
203109,Jae,Crowder,1990-07-06T00:00:00,Marquette,USA,78.0,235.0,8,99,Forward,2,34,10.1,2.0,5.0
1629633,Jarrett,Culver,1999-02-20T00:00:00,Texas Tech,USA,78.0,195.0,1,23,Guard-Forward,1,6,6.8,0.8,4.3
76483,Pat,Cummings,1956-07-11T00:00:00,Cincinnati,USA,81.0,230.0,11,50,Center,3,59,9.6,1.2,5.6
187,Terry,Cummings,1961-03-15T00:00:00,DePaul,USA,81.0,220.0,17,,Forward,1,2,16.4,1.9,7.3
1907,Vonteego,Cummings,1976-02-29T00:00:00,Pittsburgh,USA,,,3,,,1,26,6.9,2.7,1.9
76487,Billy,Cunningham,1943-06-03T00:00:00,North Carolina,USA,78.0,210.0,8,32,Forward,1,5,20.8,4.0,10.1
201967,Dante,Cunningham,1987-04-22T00:00:00,Villanova,USA,80.0,230.0,10,33,Forward,2,33,5.8,0.7,3.7
76485,Dick,Cunningham,1946-07-11T00:00:00,Murray State,USA,82.0,245.0,6,19,Center,2,21,2.8,0.6,3.7
203099,Jared,Cunningham,1991-05-22T00:00:00,Oregon State,USA,76.0,195.0,3,,Guard,1,24,2.3,0.5,0.7
1061,William,Cunningham,1974-03-25T00:00:00,Temple,USA,83.0,240.0,1,51,Center,Undrafted,Undrafted,0.6,0.1,1.7
76488,Radisav,Curcic,1965-09-26T00:00:00,Union Olimpija,Serbia,82.0,275.0,0,44,Center,Undrafted,Undrafted,2.9,0.6,2.5
76489,Armand,Cure,1919-08-01T00:00:00,Rhode Island,USA,72.0,198.0,0,,Forward,Undrafted,Undrafted,0.8,0.0,
940,Earl,Cureton,1957-09-03T00:00:00,Detroit,USA,81.0,210.0,11,,Forward,3,58,5.4,1.0,4.7
223,Bill,Curley,1972-05-29T00:00:00,Boston College,USA,,,4,,Forward,1,22,2.7,0.4,2.0
76492,Fran,Curran,1925-09-19T00:00:00,Notre Dame,USA,72.0,175.0,1,15,Guard,Undrafted,Undrafted,4.9,1.2,
209,Dell,Curry,1964-06-25T00:00:00,Virginia Tech,USA,77.0,205.0,15,30,Guard-Forward,1,15,11.7,1.8,2.4
2201,Eddy,Curry,1982-12-05T00:00:00,Thornwood HS (IL),USA,84.0,295.0,10,,Center,1,4,12.9,0.5,5.2
201191,JamesOn,Curry,1986-01-07T00:00:00,Oklahoma State,USA,75.0,190.0,2,,Guard,2,51,0.0,0.0,0.0
688,Michael,Curry,1968-08-22T00:00:00,Georgia Southern,USA,77.0,210.0,10,,Forward-Guard,Undrafted,Undrafted,4.5,1.2,1.6
203552,Seth,Curry,1990-08-23T00:00:00,Duke,USA,74.0,185.0,6,31,Guard,Undrafted,Undrafted,12.9,2.9,2.2
201939,Stephen,Curry,1988-03-14T00:00:00,Davidson,USA,75.0,185.0,11,30,Guard,1,7,29.0,6.2,5.3
687,Rastko,Cvetkovic,1970-06-22T00:00:00,Crvena zvezda,Serbia,85.0,260.0,0,8,Center,Undrafted,Undrafted,0.7,0.2,0.8
76505,Mike,D'Antoni,1951-05-08T00:00:00,Marshall,USA,75.0,185.0,3,14,Guard,2,20,3.3,1.9,1.4
76496,Ed,Dahler,1926-01-31T00:00:00,Duquesne,USA,77.0,190.0,0,16,Forward,2,None,2.5,0.4,1.6
76497,Quintin,Dailey,1961-01-22T00:00:00,San Francisco,USA,75.0,180.0,9,20,Guard,1,7,14.1,2.3,2.5
2223,Samuel,Dalembert,1980-05-10T00:00:00,Seton Hall,Haiti,83.0,255.0,13,,Center,1,26,7.7,0.5,7.8
76498,Howie,Dallmar,1922-05-24T00:00:00,Stanford,USA,76.0,200.0,2,12,Forward,Undrafted,Undrafted,9.6,2.3,
956,Erick,Dampier,1975-07-14T00:00:00,Mississippi State,USA,83.0,265.0,16,25,Center,1,10,7.4,0.8,7.1
76499,Lou,Dampier,1944-11-20T00:00:00,Kentucky,USA,72.0,170.0,2,,Guard,4,38,6.7,2.8,1.1
76500,Bob,Dandridge,1947-11-15T00:00:00,Norfolk State,USA,78.0,195.0,12,10,Forward,4,45,18.5,3.4,6.8
1498,Antonio,Daniels,1975-03-19T00:00:00,Bowling Green,USA,76.0,205.0,13,22,Guard,1,4,7.6,3.4,1.8
2845,Erik,Daniels,1982-04-01T00:00:00,Kentucky,USA,,,1,,,Undrafted,Undrafted,0.6,0.2,0.9
1380,Lloyd,Daniels,1967-09-04T00:00:00,Mt. San Antonio,USA,79.0,205.0,4,,Guard,Undrafted,Undrafted,7.1,1.6,2.2
2605,Marquis,Daniels,1981-01-07T00:00:00,Auburn,USA,78.0,200.0,10,6,Forward,Undrafted,Undrafted,7.9,1.8,2.8
76502,Mel,Daniels,1944-07-20T00:00:00,New Mexico,USA,81.0,220.0,0,34,Center,1,9,3.5,0.5,3.1
203584,Troy,Daniels,1991-07-15T00:00:00,Virginia Commonwealth,USA,76.0,200.0,7,30,Guard,Undrafted,Undrafted,6.6,0.5,1.3
390,Sasha,Danilovic,1970-02-26T00:00:00,Virtus Bologna,Serbia,78.0,200.0,1,5,Guard,2,43,12.8,2.0,2.4
76504,Adrian,Dantley,1955-02-26T00:00:00,Notre Dame,USA,77.0,208.0,14,4,Forward,1,6,24.3,3.0,5.7
76506,Henry,Darcey,1930-03-03T00:00:00,Oklahoma State,USA,79.0,217.0,0,10,Center,Undrafted,Undrafted,0.9,0.2,0.8
76507,Jimmy,Darden,1922-06-19T00:00:00,Denver,USA,73.0,170.0,0,,Guard,None,None,8.1,2.6,
212,Yinka,Dare,1972-10-10T00:00:00,George Washington,USA,84.0,265.0,3,,Center,1,14,2.1,0.0,2.6
76509,Jesse,Dark,1951-09-02T00:00:00,Virginia Commonwealth,USA,76.0,210.0,0,11,Guard,2,32,3.6,0.6,0.8
76511,Jimmy,Darrow,1937-09-25T00:00:00,Bowling Green,USA,70.0,170.0,0, ,Guard,5,38,2.4,1.2,1.4
203540,Gigi,Datome,1987-11-27T00:00:00,Virtus Roma,Italy,80.0,215.0,1,70,Forward,Undrafted,Undrafted,3.4,0.4,1.4
921,Brad,Daugherty,1965-10-19T00:00:00,North Carolina,USA,84.0,245.0,7,43,Center,1,1,19.0,3.7,9.5
1600,Kornel,David,1971-10-22T00:00:00,Budapest AEH,USA,81.0,230.0,2,9,Forward,Undrafted,Undrafted,5.0,0.6,2.8
201176,Jermareo,Davidson,1984-11-15T00:00:00,Alabama,USA,82.0,230.0,2,33,Forward,2,36,3.1,0.3,1.8
76514,Bob,Davies,1920-01-15T00:00:00,Seton Hall,USA,73.0,175.0,6,11,Guard,Undrafted,Undrafted,14.3,4.9,2.9
203561,Brandon,Davies,1991-07-25T00:00:00,Brigham Young,USA,82.0,240.0,1,,Forward,Undrafted,Undrafted,3.7,0.7,2.5
203076,Anthony,Davis,1993-03-11T00:00:00,Kentucky,USA,82.0,253.0,8,3,Forward-Center,1,1,22.5,3.0,8.4
213,Antonio,Davis,1968-10-31T00:00:00,Texas-El Paso,USA,81.0,245.0,12,,Forward-Center,2,45,10.0,1.1,7.5
76515,Aubrey,Davis,1921-03-28T00:00:00,Oklahoma Baptist,USA,74.0,175.0,0,,Guard,Undrafted,Undrafted,4.9,0.2,
1884,Baron,Davis,1979-04-13T00:00:00,UCLA,USA,75.0,212.0,13,85,Guard,1,3,16.1,7.2,3.8
989,Ben,Davis,1972-12-26T00:00:00,Arizona,USA,81.0,245.0,4,,Forward,2,43,1.4,0.1,1.3
76538,Bill,Davis,1921-10-03T00:00:00,Notre Dame,USA,75.0,215.0,0,,Forward,12,160,1.8,0.2,
76533,Bob,Davis,1950-04-02T00:00:00,Weber State,USA,79.0,215.0,0,11,Forward,2,14,1.8,0.2,0.6
76516,Brad,Davis,1955-12-17T00:00:00,Maryland,USA,75.0,180.0,14,15,Guard,1,15,8.2,4.9,1.8
76517,Brian,Davis,1970-06-21T00:00:00,Duke,USA,79.0,200.0,0,23,Forward,2,48,1.9,0.3,0.8
76518,Charlie,Davis,1958-10-05T00:00:00,Vanderbilt,USA,79.0,215.0,7,22,Forward,2,35,5.3,0.7,2.4
76519,Charlie,Davis,1949-09-07T00:00:00,Wake Forest,USA,73.0,160.0,2,,Guard,8,120,8.9,2.2,1.5
905,Dale,Davis,1969-03-25T00:00:00,Clemson,USA,83.0,252.0,16,34,Center-Forward,1,13,8.0,0.9,7.9
1627738,Deyonta,Davis,1996-12-02T00:00:00,Michigan State,USA,83.0,237.0,3,,Center-Forward,2,31,4.2,0.4,3.2
76521,Double D,Davis,1949-10-11T00:00:00,Houston,USA,80.0,220.0,4,42,Forward,1,3,8.6,1.6,5.9
202334,Ed,Davis,1989-06-05T00:00:00,North Carolina,USA,81.0,218.0,10,17,Center-Forward,1,13,2.3,1.0,5.1
76522,Edward,Davis,1950-06-16T00:00:00,Duquesne,USA,79.0,195.0,4,20,Forward,7,113,5.2,1.0,2.8
1023,Emanual,Davis,1968-08-27T00:00:00,Delaware State,USA,77.0,195.0,6,15,Guard,Undrafted,Undrafted,4.9,1.8,1.9
201175,Glen,Davis,1986-01-01T00:00:00,Louisiana State,USA,81.0,289.0,7,0,Forward-Center,2,35,8.0,0.9,4.4
76523,Harry,Davis,1956-01-27T00:00:00,Florida State,USA,79.0,220.0,1,23,Forward,2,33,4.0,0.4,1.6
93,Hubert,Davis,1970-05-17T00:00:00,North Carolina,USA,77.0,183.0,12,44,Guard,1,20,8.2,1.7,1.5
76524,James,Davis,1932-04-22T00:00:00,St. John's,USA,79.0,220.0,0,6,Center,6,52,0.7,0.3,1.3
76525,Jim,Davis,1941-12-18T00:00:00,Colorado,USA,81.0,225.0,7,20,Center,4,27,6.7,1.2,5.2
76526,Johnny,Davis,1955-10-21T00:00:00,Dayton,USA,74.0,170.0,9,16,Guard,2,22,12.9,4.5,2.0
2668,Josh,Davis,1980-08-10T00:00:00,Wyoming,USA,80.0,235.0,3,,Forward,Undrafted,Undrafted,2.3,0.3,1.7
707,Mark,Davis,1973-04-26T00:00:00,Texas Tech,USA,79.0,205.0,4,7,Guard-Forward,2,48,5.5,1.3,3.0
76528,Mark,Davis,1963-06-08T00:00:00,Old Dominion,USA,78.0,195.0,0,,Forward,4,79,3.8,0.4,1.1
76529,Mel,Davis,1950-11-09T00:00:00,St. John's,USA,78.0,220.0,3,31,Forward,1,14,5.3,0.9,4.3
76530,Michael,Davis,1956-08-02T00:00:00,Maryland,USA,82.0,230.0,0,,Forward,Undrafted,Undrafted,1.8,0.0,1.3
76531,Mike,Davis,1946-07-26T00:00:00,Virginia Union,USA,75.0,185.0,3,32,Guard,1,14,10.7,1.8,2.3
76520,Monti,Davis,1958-07-26T00:00:00,Tennessee State,USA,79.0,205.0,0,43,Forward,1,21,1.5,0.0,2.0
200781,Paul,Davis,1984-07-21T00:00:00,Michigan State,USA,83.0,270.0,3,,Center,2,34,2.6,0.4,1.9
76532,Ralph,Davis,1938-09-07T00:00:00,Cincinnati,USA,76.0,180.0,1,25,Guard,3,17,8.0,2.8,1.7
1729,Ricky,Davis,1979-09-23T00:00:00,Iowa,USA,79.0,195.0,11,,Guard,1,21,13.5,3.3,3.5
76534,Ron,Davis,1954-05-01T00:00:00,Washington State,USA,78.0,198.0,2,42,Guard,5,70,5.3,0.7,1.8
1629056,Terence,Davis,1997-05-16T00:00:00,Mississippi,USA,76.0,201.0,1,0,Guard,Undrafted,Undrafted,7.0,1.1,2.0
426,Terry,Davis,1967-06-17T00:00:00,Virginia Union,USA,82.0,270.0,9,54,Center-Forward,Undrafted,Undrafted,6.4,0.6,6.0
1629093,Tyler,Davis,1997-05-22T00:00:00,Texas A&M,USA,82.0,266.0,0,,Center,Undrafted,Undrafted,0.0,0.0,1.0
76536,Walt,Davis,1931-01-05T00:00:00,Texas A&M,USA,80.0,205.0,4,12,Center,2,None,4.8,0.7,4.3
1453,Walter,Davis,1954-09-09T00:00:00,North Carolina,USA,78.0,193.0,14,6,Guard,1,5,18.9,3.8,3.0
203958,Andre,Dawkins,1991-09-19T00:00:00,Duke,USA,77.0,219.0,0,,Guard,Undrafted,Undrafted,0.8,0.3,0.5
76539,Darryl,Dawkins,1957-01-11T00:00:00,Maynard Evans HS (FL),USA,83.0,251.0,13,50,Center,1,5,12.0,1.3,6.1
1008,Johnny,Dawkins,1963-09-28T00:00:00,Duke,USA,74.0,165.0,8,12,Guard,1,10,11.1,5.5,2.5
76541,Paul,Dawkins,1957-06-10T00:00:00,Northern Illinois,USA,77.0,190.0,0,31,Forward,10,185,5.5,1.4,2.2
1626183,Branden,Dawson,1993-02-01T00:00:00,Michigan State,USA,78.0,225.0,1,22,Forward,2,56,0.8,0.0,0.7
201286,Eric,Dawson,1984-07-07T00:00:00,Midwestern State,USA,81.0,250.0,1,,Forward,Undrafted,Undrafted,3.8,0.0,2.5
76542,Tony,Dawson,1967-08-25T00:00:00,Florida State,USA,79.0,215.0,1,45,Forward,Undrafted,Undrafted,2.8,0.2,0.8
103,Todd,Day,1970-01-07T00:00:00,Arkansas,USA,,,7,,,1,8,12.3,1.5,3.4
201948,Austin,Daye,1988-06-05T00:00:00,Gonzaga,USA,83.0,220.0,6,3,Forward,1,15,5.2,0.7,2.6
76543,Darren,Daye,1960-11-30T00:00:00,UCLA,USA,80.0,220.0,4,20,Forward,3,57,6.8,2.0,2.6
201986,Nando,De Colo,1987-06-23T00:00:00,France,France,77.0,195.0,2,3,Guard,2,53,3.8,1.7,1.8
76545,Dave,DeBusschere,1940-10-16T00:00:00,Detroit,USA,78.0,220.0,11,22,Forward,None,None,16.1,2.9,11.0
692,Andrew,DeClercq,1973-02-01T00:00:00,Florida,USA,82.0,255.0,10,,Center,2,34,4.8,0.6,4.2
76551,Nate,DeLong,1926-01-05T00:00:00,Wisconsin-River Falls,USA,78.0,220.0,0,21,Center,9,None,3.8,0.8,1.8
201942,DeMar,DeRozan,1989-08-07T00:00:00,Southern California,USA,78.0,220.0,11,10,Guard-Forward,1,9,20.6,7.4,4.5
76562,Hank,DeZonie,1922-02-12T00:00:00,Clark Atlanta,USA,77.0,215.0,0,10,Forward,Undrafted,Undrafted,3.4,1.8,3.6
76544,Greg,Deane,1957-12-06T00:00:00,Utah,USA,76.0,190.0,0,33,Guard,4,67,1.4,0.9,0.9
203473,Dewayne,Dedmon,1989-08-12T00:00:00,USC,USA,84.0,245.0,7,14,Center,Undrafted,Undrafted,6.4,0.7,6.0
76546,Archie,Dees,1936-02-22T00:00:00,Indiana,USA,80.0,205.0,3,44,Forward,1,2,8.1,0.7,4.8
143,Terry,Dehere,1971-09-12T00:00:00,Seton Hall,USA,76.0,190.0,5,24,Guard,1,13,8.0,2.6,1.5
76548,Red,Dehnert,1905-04-07T00:00:00,Columbia,USA,,,0,,,Undrafted,Undrafted,1.4,0.0,
